,Heading,Article,Date,Subjectivity,Polarity,Content Subjectivity,Content Polarity
129,Russian Cosmonauts Arrive At International Space Station In Colors Of Ukrainian Flag,"It is unclear what, if any, message the yellow flight suits with blue accents were intended to send.",2022-03-19,0.0,0.0,0.05,0.0
130,Canada Gives Russian Letter Lamenting Humanitarian Disaster A Scathing Rewrite,The Russian envoy's letter about Ukraine received a blistering edit in red from Canada's mission to the United Nations.,2022-03-19,0.5,-0.3,0.0,0.0
131,Russia Uses New Hypersonic Missile For First Time In Ukraine,Ukrainian President Volodymyr Zelenskyy warned Russia's strategy will ultimately fail and Moscow will lose in the long run if it doesn’t end its war.,2022-03-19,0.3939393939393939,0.19318181818181818,0.35,-0.275
132,"Putin Likens Opponents To 'Gnats,' Evoking Stalin's Dehumanizing Language",Russian President Vladimir Putin used language that recalls the rhetoric from Josef Stalin’s show trials of the 1930s.,2022-03-19,0.0,0.0,0.0,0.0
133,Peru Court Orders Ex-President Fujimori Freed From Prison,Peru's former President Alberto Fujimori is serving a 25-year sentence for murder and corruption charges.,2022-03-18,0.0,0.0,0.0,0.0
134,China Weighs Exit From 'Zero COVID' And The Risks Involved,"The change does not appear imminent as the government continues its policy of sticking with lockdowns, mass testing and quarantine for overseas arrivals.",2022-03-18,0.0,0.0,0.0,0.0
135,Russian Missiles Hit Near Lviv Airport As Strikes Continue,World leaders have been calling for an investigation into Russia's repeat attacks on civilians in Ukraine.,2022-03-18,0.2,0.05,0.0,0.0
136,"Syria's Assad Visits UAE, 1st Trip To Arab Country Since War","Assad's office said he met with Sheikh Mohamed bin Rashid Al Maktoum, vice president and prime minister of the UAE and the ruler of Dubai.",2022-03-18,0.0,0.0,0.0,0.0
137,"Strong Japan Earthquake Kills 4, Injures 107",The 7.4-magnitude temblor knocked out power and cause extensive damage to peoples' properties breaking windows and smashing furniture.,2022-03-17,0.7333333333333333,0.4333333333333333,0.3333333333333333,0.0
138,Guatemala Drops Law Imprisoning Women For Getting Abortions,The law also sought to explicitly ban same-sex marriage and prohibit discussion of sexual diversity in schools.,2022-03-16,0.0,0.0,0.8333333333333334,0.5
139,Ukraine President Volodymyr Zelenskyy To Appeal To U.S. Lawmakers For More Help Against Russia,Ukraine’s president seeks help to “close the skies over Ukraine to Russian missiles and planes.”,2022-03-16,0.5,0.5,0.0,0.0
140,Haiti's Health Professionals Go On Strike Over Kidnappings,The strike has shut down public and private health institutions in Haiti's capital and beyond. Only emergency rooms are still accepting patients.,2022-03-16,0.0,0.0,0.4326388888888889,-0.038888888888888896
141,"BMW, VW Warn Of Shortages From Part Suppliers In Ukraine","BMW and Volkswagen have warned that Russia’s invasion of Ukraine is causing shortages of some vital components, forcing them to reduce vehicle production in Europe.",2022-03-16,0.0,0.0,0.4,0.1
142,"UN Says Women Pay Highest Price In Conflict, Now In Ukraine",The head of the U.N. women’s agency warned the war is damaging the lives and futures of Ukrainian women and girls.,2022-03-15,0.0,0.0,0.0,0.0
143,UN Chief: Ukraine War Hitting Poor Nations Reliant On Wheat,"The United Nations chief said the poorest developing countries are seeing their breadbasket ""being bombed"" as a result of Russia's war on Ukraine.",2022-03-15,0.6,-0.4,0.0,0.0
144,Putin's War Could Worsen The Impact Of COVID-19 In Ukraine,"Russia's invasion has destroyed health care facilities, curbing Ukrainians' access to services, including COVID-19 vaccinations, the World Health Organization said.",2022-03-14,0.0,0.0,0.0,0.0
145,"Russian Airstrike Hits Base In Western Ukraine, Kills 35",The attacked training base near Yavoriv is less than 15 miles from the Polish border and appears to be the westernmost target struck during Russia’s 18-day invasion.,2022-03-13,0.3333333333333333,-0.26666666666666666,0.4888888888888889,-0.2888888888888889
146,"Russia Accuses Ukraine, U.S. Of Biological Weapon Operations In Heated U.N. Face-Off","“No chemical or any other weapons of mass destruction were developed on my land,” the Ukrainian president said on Facebook. “The whole world knows that.”",2022-03-12,0.0,0.0,0.3583333333333334,0.05833333333333334
147,"Cancer Hospital Struck By Russian Shelling, Says Ukraine",Several hundred patients were reportedly inside the Mykolaiv hospital during the attack.,2022-03-12,0.0,0.0,0.0,0.0
148,"Russian Forces Target Airports In Western Ukraine, Far From Main Offensive",The latest bombings possibly indicate a new direction in the war.,2022-03-11,0.3333333333333333,0.06666666666666667,0.7848484848484848,0.21212121212121213
149,VP Harris Heads To Romania As Ukraine Refugee Crisis Grows,Vice President Kamala Harris and Romania’s president will meet Friday to discuss growing concerns about the influx of displaced people fleeing Ukraine due to Russia's invasion.,2022-03-11,0.0,0.0,0.375,-0.125
150,S. Korea's President-elect Wants Tougher Stance On N. Korea,"South Korea’s president-elect Yoon Suk Yeol says he would solidify an alliance with the United States, build up a powerful military and sternly cope with North Korean provocations.",2022-03-10,0.1,0.2,0.55,0.09999999999999999
151,China Fights New COVID-19 Spike With More Selective Approach,China is tackling a COVID-19 spike with selective lockdowns and other measures that appear to slightly ease its draconian “zero tolerance” strategy.,2022-03-10,0.4772727272727273,0.3181818181818182,0.2708333333333333,-0.14583333333333331
152,"COVID-19 Cases, Deaths Continue To Drop Globally, WHO Says","The World Health Organization said new infections declined by 5 percent in the last week, continuing the downward trend in COVID-19 infections globally.",2022-03-09,0.0,0.0,0.17373737373737375,0.04545454545454545
153,"2 Weeks Into War On Ukraine, Russia Bears Down On Key Cities","But the invading force of more than 150,000 troops retains large and possibly decisive advantages in firepower.",2022-03-09,0.6444444444444445,-0.07777777777777779,0.6428571428571429,0.2380952380952381
154,Ukraine Refugee Count Reaches A Staggering 2 Million In Escape From Russian Invasion,It is the fastest exodus in Europe since World War II.,2022-03-08,0.0,0.0,0.0,0.0
155,Mariupol Diaries: Scenes Of Despair And Resolve In The Besieged Ukrainian City,"Associated Press journalists document what life has become in the southeastern Ukrainian city, which would be a key victory for the Russians.",2022-03-05,0.0,0.0,1.0,0.0
156,"840 Children Wounded So Far In Russian Invasion, Says Ukraine","The head of Ukraine’s security council called on Russia to create humanitarian corridors to allow children, women and the elderly to escape the fighting.",2022-03-05,0.5,0.05,0.0,0.0
157,Russia's Flagship Airline Aeroflot Halts All International Flights Except To Belarus,Russia's aviation agency recommended all Russian airlines with foreign-leased planes halt both passenger and cargo flights abroad.,2022-03-05,0.0,0.0,0.0,0.0
158,Nations Line Up To Support UN Resolution Demanding Russia Stop War,U.N. General Assembly resolutions are not legally binding but they do have clout in reflecting international opinion.,2022-03-02,0.0,0.0,0.2333333333333333,-0.016666666666666663
159,"UN General Assembly, Security Council To Hold Meetings About Russia's Invasion Of Ukraine",The Security Council gave a green light Sunday for the first emergency session of the General Assembly in decades.,2022-02-28,0.5,0.05000000000000002,0.4583333333333333,0.125
160,"More Than 500,000 Have Fled Ukraine Since Russia Invaded, UN Reports","The latest count had 281,000 people entering Poland, more than 84,500 in Hungary, about 36,400 in Moldova, over 32,500 in Romania and about 30,000 in Slovakia.",2022-02-28,0.5,0.5,0.7,0.5
161,BP Plans To Exit Stake In Russian Oil Giant Over Ukraine Invasion,"If BP walks away from the holdings completely it could write down up to $25 billion, it said.",2022-02-28,0.5,0.0,0.34444444444444444,-0.02777777777777779
162,"Russia Hits Ukraine Fuel Suplies, Airfields In New Attacks","Russian forces blew up a gas pipeline in Kharkiv and an oil depot near the Zhuliany airport, according to the office of Ukrainian President Zelenskyy.",2022-02-27,0.45454545454545453,0.13636363636363635,0.2,0.05
163,"European Union Shuts Airspace To Russian Airlines, Will Buy Ukraine Arms","The European Union is closing its airspace to Russian airlines, and spending hundreds of millions of dollars to supply weapons to Ukraine.",2022-02-27,0.0,0.0,0.0,0.0
164,North Korea Fires Suspected Missile Into Sea,South Korea’s military says North Korea has fired a suspected missile into the sea off of its eastern coast.,2022-02-27,0.0,0.0,0.1,-0.1
165,Poland And Sweden Refuse To Play Russia In World Cup Playoffs,"""No more words, time to act!” wrote Polish soccer federation president Cezary Kulesza on Twitter.",2022-02-26,0.0,0.0,0.5,-0.3125
166,"Aid Groups, Friendly Countries Scramble To Help Ukrainians Under Assault By Russia","More than 150,000 Ukrainian refugees have now left their homeland, the United Nations said, and thousands have been displaced across the country.",2022-02-26,0.5,0.375,0.25,0.25
167,"Some 150,000 Ukrainians Flee Largest European Ground War Since WWII","While some tried fleeing by car or train, others traveled miles by foot toward border crossings, hoping for safe refuge.",2022-02-26,0.0,0.0,0.5,0.5
168,UN To Scale Up Humanitarian Operations In Ukraine Following Russia's Invasion,"The UN will allocate $20 million to “help with health care, shelter, food, and water and sanitation to the most vulnerable people affected by the conflict.”",2022-02-25,0.1,0.0,0.5,0.0
169,Europe Braces For Refugees As Russia Attacks Ukraine's Capital,"With Russia's invasion of Ukraine in full swing, neighboring countries in Europe are preparing for an influx of people fleeing the destruction.",2022-02-25,0.0,0.0,0.55,0.35
170,Ukraine Attack Leaves Baltics Wondering: Are We Next?,"To Estonians, Latvians and Lithuanians, Russia’s belligerence toward Ukraine has some worried that they could be the Kremlin's next target.",2022-02-24,0.0,0.0,0.0,0.0
171,Queen Elizabeth Cancels Engagements For 2nd Time This Week,"The queen previously canceled engagements on Tuesday, but she did have her weekly audience with Prime Minister Boris Johnson on Wednesday.",2022-02-24,0.0,0.0,0.16666666666666666,-0.16666666666666666
172,"Biden, Putin Signal Bigger Confrontation Ahead Over Ukraine","Putin has yet to unleash the force of the 150,000 troops massed on three sides of Ukraine.",2022-02-23,0.5,0.0,0.0,0.0
173,Colombia's Highest Court Legalizes Abortion Up To 24 Weeks,"An estimated 400,000 women get clandestine abortions in the country each year.",2022-02-22,0.0,0.0,0.0,0.0
174,Germany Takes Steps To Halt Nord Stream 2 Gas Pipeline From Russia,Chancellor Olaf Scholz said the German government was taking the measure in response to Moscow's actions in Ukraine.,2022-02-22,0.0,0.0,0.0,0.0
175,Putin Mulls Recognizing Separatist Eastern Ukrainian Regions,The regions have requested independence and military aid. Ukrainian authorities deny launching an offensive against the regions and accuse Russia of provocation.,2022-02-21,0.0,0.0,0.1,-0.1
176,Russia Extends Troop Drills Near Ukraine As Violence Spikes,"Russia held nuclear drills Saturday as well as conventional exercises in Belarus, which borders Ukraine to the north. The drills follow two days of sustained shelling.",2022-02-20,0.4,0.1,0.35714285714285715,-0.14285714285714285
177,Winter Olympics Closing Ceremony Caps A Weird And Messy Games,The show burst with color and enthusiasm -- unlike much of the competition in Beijing.,2022-02-20,0.7,-0.35,0.2,0.2
178,Ukrainian President Calls For Meeting With Putin Amid Increasing Violence,Ukraine is facing a sharp uptick in violence in and around territory held by Russia-backed rebels.,2022-02-19,0.0,0.0,0.75,-0.125
179,Vladimir Putin Oversees Missile Tests Amid Rising Tensions Over Ukraine,Ballistic and cruise missiles struck sea and land-based targets as part of the strategic nuclear exercises.,2022-02-19,0.0,0.0,0.0,0.0
180,12 People Still Missing After Greek Ferry Catches Fires,Euroferry Olympia caught fire in the Ionian Sea and burned into a second day as firefighters battled the blaze.,2022-02-19,0.025,-0.1,0.0,0.0
181,"Brazil Mudslides Kill At Least 105, With Dozens Still Missing","“We don’t yet know the full scale of this,"" the mayor of Petropolis said.",2022-02-17,0.225,-0.25,0.55,0.35
182,"U.S. Asks Honduras To Arrest, Extradite Ex-President Hernández Over Drug Trafficking Case","It was a long-awaited fall for a leader reviled in his home country, who enjoyed support from the Trump administration.",2022-02-15,0.0,-0.05,0.7,0.5
183,"Snowboarders Say Judging An Issue At Olympic Big Air, Too","Olympic judging at snowboarding events on slopestyle, in the halfpipe and now at big air has come under fire from the boarders themselves.",2022-02-14,0.1,0.0,0.1,0.0
184,Police Arrest Protesters That Remained At U.S.-Canada Bridge,Windsor police said about 12 people were peacefully arrested and seven vehicles were towed just after dawn near the Ambassador Bridge.,2022-02-13,0.0,-0.05,0.45,0.175
